,time,qpos,qvel,qacc,ctrl
0,0.0,[0. 0.],[0. 0.],[  3.11971547 213.52255628],[-0.1241505   0.25067194]
1,0.001,[3.11971547e-06 2.13522556e-04],[0.00311972 0.21352256],[  2.98159398 204.80348797],[-0.12485336  0.24054416]
2,0.002,[9.22102493e-06 6.31848601e-04],[0.00610131 0.41832604],[  2.84857369 196.40878996],[-0.12554909  0.2308111 ]
3,0.003,[1.81709081e-05 1.24658343e-03],[0.00894988 0.61473483],[  2.72046374 188.32653822],[-0.12623793  0.2214582 ]
4,0.004,[2.98412550e-05 2.04964481e-03],[0.01167035 0.80306137],[  2.59707884 180.54523558],[-0.1269201   0.21247146]
5,0.005,[4.41086807e-05 3.03325142e-03],[0.01426743 0.98360661],[  2.47823949 173.05379983],[-0.12759584  0.20383737]
6,0.006,[6.08543459e-05 4.18991182e-03],[0.01674567 1.15666041],[  2.36377216 165.84155149],[-0.12826534  0.19554292]
7,0.007,[7.99637833e-05 5.51241378e-03],[0.01910944 1.32250196],[  2.25350932 158.89820142],[-0.12892883  0.1875756 ]
8,0.008,[0.00010133 0.00699381],[0.02136295 1.48140016],[  2.14728947 152.21383838],[-0.12958649  0.17992334]
9,0.009000000000000001,[0.00012484 0.00862743],[0.02351024 1.633614  ],[  2.0449571  145.77891658],[-0.13023853  0.17257452]
10,0.010000000000000002,[0.00015039 0.01040682],[0.02555519 1.77939292],[  1.94636264 139.58424333],[-0.13088511  0.16551794]
11,0.011000000000000003,[0.00017789 0.0123258 ],[0.02750156 1.91897716],[  1.85136232 133.62096686],[-0.13152642  0.15874282]
12,0.012000000000000004,[0.00020725 0.0143784 ],[0.02935292 2.05259813],[  1.75981807 127.8805643 ],[-0.13216262  0.15223878]
13,0.013000000000000005,[0.00023836 0.01655887],[0.03111274 2.18047869],[  1.67159736 122.3548299 ],[-0.13279389  0.14599581]
14,0.014000000000000005,[0.00027114 0.01886171],[0.03278433 2.30283352],[  1.58657304 117.03586356],[-0.13342036  0.14000428]
15,0.015000000000000006,[0.00030551 0.02128158],[0.03437091 2.41986938],[  1.50462317 111.91605959],[-0.13404221  0.1342549 ]
16,0.016000000000000007,[0.00034139 0.02381336],[0.03587553 2.53178544],[  1.42563083 106.98809583],[-0.13465956  0.12873872]
17,0.017000000000000008,[0.00037869 0.02645214],[0.03730116 2.63877354],[  1.34948397 102.24492303],[-0.13527255  0.12344715]
18,0.01800000000000001,[0.00041734 0.02919316],[0.03865064 2.74101846],[ 1.27607518 97.67975461],[-0.13588133  0.11837186]
19,0.01900000000000001,[0.00045727 0.03203185],[0.03992672 2.83869822],[ 1.20530153 93.28605676],[-0.13648602  0.11350488]
20,0.02000000000000001,[0.0004984  0.03496384],[0.04113202 2.93198427],[ 1.13706438 89.05753878],[-0.13708674  0.10883849]
21,0.02100000000000001,[0.00054067 0.03798488],[0.04226909 3.02104181],[ 1.07126919 84.98814388],[-0.13768361  0.10436528]
22,0.022000000000000013,[0.00058401 0.04109091],[0.04334035 3.10602996],[ 1.00782537 81.07204021],[-0.13827675  0.10007809]
23,0.023000000000000013,[0.00062836 0.04427801],[0.04434818 3.187102  ],[ 0.94664608 77.30361229],[-0.13886626  0.09597004]
24,0.024000000000000014,[0.00067365 0.04754242],[0.04529483 3.26440561],[ 0.88764806 73.67745267],[-0.13945225  0.09203448]
25,0.025000000000000015,[0.00071984 0.0508805 ],[0.04618247 3.33808306],[ 0.83075149 70.18835403],[-0.14003483  0.08826502]
26,0.026000000000000016,[0.00076685 0.05428877],[0.04701323 3.40827142],[ 0.77587981 66.83130142],[-0.14061409  0.0846555 ]
27,0.027000000000000017,[0.00081464 0.05776387],[0.04778911 3.47510272],[ 0.72295959 63.60146498],[-0.14119013  0.08119997]
28,0.028000000000000018,[0.00086315 0.06130258],[0.04851207 3.53870418],[ 0.67192035 60.49419278],[-0.14176303  0.07789271]
29,0.02900000000000002,[0.00091233 0.06490178],[0.04918399 3.59919837],[ 0.62269448 57.50500405],[-0.14233289  0.07472821]
30,0.03000000000000002,[0.00096214 0.06855848],[0.04980668 3.65670338],[ 0.57521705 54.62958265],[-0.14289979  0.07170115]
31,0.03100000000000002,[0.00101252 0.07226981],[0.0503819  3.71133296],[ 0.52942571 51.86377077],[-0.14346381  0.06880641]
32,0.03200000000000002,[0.00106343 0.07603301],[0.05091132 3.76319673],[ 0.48526057 49.20356291],[-0.14402503  0.06603906]
33,0.03300000000000002,[0.00111483 0.07984541],[0.05139658 3.81240029],[ 0.44266408 46.6451001 ],[-0.14458353  0.06339434]
34,0.03400000000000002,[0.00116667 0.08370446],[0.05183925 3.85904539],[ 0.40158094 44.18466436],[-0.14513937  0.06086766]
35,0.035000000000000024,[0.00121891 0.08760769],[0.05224083 3.90323006],[ 0.36195796 41.81867332],[-0.14569263  0.05845461]
36,0.036000000000000025,[0.00127151 0.09155273],[0.05260279 3.94504873],[ 0.32374399 39.54367519],[-0.14624338  0.05615092]
37,0.037000000000000026,[0.00132444 0.09553733],[0.05292653 3.98459241],[ 0.28688982 37.35634374],[-0.14679168  0.0539525 ]
38,0.03800000000000003,[0.00137765 0.09955928],[0.05321342 4.02194875],[ 0.25134809 35.25347368],[-0.1473376  0.0518554]
39,0.03900000000000003,[0.00143112 0.10361648],[0.05346477 4.05720223],[ 0.21707322 33.23197608],[-0.1478812   0.04985579]
40,0.04000000000000003,[0.0014848  0.10770691],[0.05368184 4.0904342 ],[ 0.1840213  31.28887406],[-0.14842252  0.04795002]
41,0.04100000000000003,[0.00153867 0.11182864],[0.05386586 4.12172308],[ 0.15215005 29.42129857],[-0.14896164  0.04613453]
42,0.04200000000000003,[0.00159268 0.11597978],[0.05401801 4.15114437],[ 0.12141873 27.62648446],[-0.14949861  0.04440592]
43,0.04300000000000003,[0.00164682 0.12015855],[0.05413943 4.17877086],[ 0.09178808 25.90176654],[-0.15003348  0.0427609 ]
44,0.04400000000000003,[0.00170105 0.12436322],[0.05423122 4.20467262],[ 0.06322025 24.24457596],[-0.15056629  0.0411963 ]
45,0.04500000000000003,[0.00175535 0.12859214],[0.05429444 4.2289172 ],[ 0.03567874 22.65243664],[-0.15109711  0.03970907]
46,0.046000000000000034,[0.00180968 0.13284371],[0.05433012 4.25156964],[9.12835506e-03 2.11229618e+01],[-0.15162597  0.03829626]
47,0.047000000000000035,[0.00186402 0.1371164 ],[0.05433925 4.2726926 ],[-1.64648629e-02  1.96538509e+01],[-0.15215292  0.03695505]
48,0.048000000000000036,[0.00191834 0.14140875],[0.05432278 4.29234645],[-0.04113368 18.2428861 ],[-0.15267801  0.03568269]
49,0.04900000000000004,[0.00197262 0.14571934],[0.05428165 4.31058934],[-0.06490971 16.88792959],[-0.15320128  0.03447656]
50,0.05000000000000004,[0.00202684 0.15004682],[0.05421674 4.32747727],[-0.08782348 15.58692054],[-0.15372277  0.03333411]
51,0.05100000000000004,[0.00208097 0.15438988],[0.05412892 4.34306419],[-0.10990446 14.33787231],[-0.15424252  0.03225291]
52,0.05200000000000004,[0.00213499 0.15874728],[0.05401901 4.35740206],[-0.1311811  13.13886975],[-0.15476057  0.03123059]
53,0.05300000000000004,[0.00218888 0.16311782],[0.05388783 4.37054093],[-0.15168089 11.98806662],[-0.15527695  0.03026488]
54,0.05400000000000004,[0.00224261 0.16750035],[0.05373615 4.382529  ],[-0.17143037 10.88368311],[-0.1557917  0.0293536]
55,0.05500000000000004,[0.00229618 0.17189376],[0.05356472 4.39341268],[-0.19045519  9.82400342],[-0.15630486  0.02849463]
