,time,qpos,qvel,qacc,ctrl
0,0.0,[0. 0.],[0. 0.],[ 0.03102994 23.47623576],[-0.18149228  0.0301944 ]
1,0.001,[3.10299368e-08 2.34762358e-05],[3.10299368e-05 2.34762358e-02],[7.30913505e-03 2.18762299e+01],[-0.18074682  0.02832086]
2,0.002,[6.93690087e-08 6.88287014e-05],[3.83390719e-05 4.53524656e-02],[-1.54313856e-02  2.03385224e+01],[-0.17999989  0.02652169]
3,0.003,[9.22766949e-08 1.34519689e-04],[2.29076862e-05 6.56909880e-02],[-0.03722777 18.8608159 ],[-0.17925154  0.02479406]
4,0.004,[7.79566126e-08 2.19071493e-04],[-1.43200824e-05  8.45518039e-02],[-0.05811484 17.44089689],[-0.17850182  0.02313529]
5,0.005,[5.52169476e-09 3.21064194e-04],[-7.24349178e-05  1.01992701e-01],[-0.07812613 16.07663297],[-0.17775076  0.02154278]
6,0.006,[-1.45039356e-07  4.39133528e-04],[-0.00015056  0.11806933],[-0.09729398 14.76596977],[-0.17699842  0.02001401]
7,0.007,[-3.92894389e-07  5.71968832e-04],[-0.00024786  0.1328353 ],[-0.11564951 13.50692813],[-0.17624482  0.01854658]
8,0.008,[-7.56398936e-07  7.18311063e-04],[-0.0003635   0.14634223],[-0.13322273 12.29760137],[-0.17549002  0.01713816]
9,0.009000000000000001,[-1.25312621e-06  8.76950896e-04],[-0.00049673  0.15863983],[-0.15004251 11.13615258],[-0.17473405  0.01578652]
10,0.010000000000000002,[-1.89989600e-06  1.04672688e-03],[-0.00064677  0.16977599],[-0.16613671 10.02081215],[-0.17397695  0.01448948]
11,0.011000000000000003,[-2.71280250e-06  1.22652368e-03],[-0.00081291  0.1797968 ],[-0.18153213  8.94987523],[-0.17321874  0.01324498]
12,0.012000000000000004,[-3.70724113e-06  1.41527035e-03],[-0.00099444  0.18874667],[-0.19625462  7.92169944],[-0.17245948  0.01205102]
13,0.013000000000000005,[-4.89793438e-06  1.61193873e-03],[-0.00119069  0.19666837],[-0.21032904  6.93470252],[-0.17169918  0.01090567]
14,0.014000000000000005,[-6.29895668e-06  1.81554180e-03],[-0.00140102  0.20360307],[-0.22377939  5.98736016],[-0.17093789  0.00980706]
15,0.015000000000000006,[-7.92375836e-06  2.02513224e-03],[-0.0016248   0.20959044],[-0.23662875  5.07820389],[-0.17017562  0.00875342]
16,0.016000000000000007,[-9.78518879e-06  2.23980087e-03],[-0.00186143  0.21466864],[-0.24889937  4.20581903],[-0.16941242  0.00774302]
17,0.017000000000000008,[-1.18955186e-05  2.45867533e-03],[-0.00211033  0.21887446],[-0.26061268  3.36884269],[-0.16864831  0.00677419]
18,0.01800000000000001,[-1.42664611e-05  2.68091863e-03],[-0.00237094  0.2222433 ],[-0.27178934  2.56596194],[-0.16788332  0.00584535]
19,0.01900000000000001,[-1.69091929e-05  2.90572790e-03],[-0.00264273  0.22480926],[-0.28244923  1.79591192],[-0.16711747  0.00495495]
20,0.02000000000000001,[-1.98343739e-05  3.13233307e-03],[-0.00292518  0.22660517],[-0.29261151  1.05747413],[-0.16635079  0.00410151]
21,0.02100000000000001,[-2.30521665e-05  3.35999572e-03],[-0.00321779  0.22766265],[-0.30229465  0.34947471],[-0.1655833  0.0032836]
22,0.022000000000000013,[-2.65722537e-05  3.58800784e-03],[-0.00352009  0.22801212],[-0.31151644 -0.32921722],[-0.16481503  0.00249985]
23,0.023000000000000013,[-3.04038573e-05  3.81569075e-03],[-0.0038316   0.22768291],[-0.320294   -0.97969105],[-0.16404601  0.00174892]
24,0.024000000000000014,[-3.45557550e-05  4.04239396e-03],[-0.0041519   0.22670322],[-0.32864383 -1.60299628],[-0.16327624  0.00102955]
25,0.025000000000000015,[-3.90362964e-05  4.26749418e-03],[-0.00448054  0.22510022],[-0.33658185 -2.20014394],[-0.16250577  0.00034051]
26,0.026000000000000016,[-4.38534198e-05  4.49039426e-03],[-0.00481712  0.22290007],[-0.34412338 -2.77210799],[-0.16173459 -0.00031939]
27,0.027000000000000017,[-4.90146665e-05  4.71052223e-03],[-0.00516125  0.22012797],[-0.35128316 -3.3198267 ],[-0.16096274 -0.0009513 ]
28,0.028000000000000018,[-5.45271963e-05  4.92733037e-03],[-0.00551253  0.21680814],[-0.35807541 -3.84420395],[-0.16019024 -0.00155629]
29,0.02900000000000002,[-6.03978016e-05  5.14029430e-03],[-0.00587061  0.21296394],[-0.36451384 -4.34611045],[-0.1594171  -0.00213544]
30,0.03000000000000002,[-6.66329207e-05  5.34891213e-03],[-0.00623512  0.20861783],[-0.37061164 -4.826385  ],[-0.15864334 -0.00268977]
31,0.03100000000000002,[-7.32386514e-05  5.55270357e-03],[-0.00660573  0.20379144],[-0.37638152 -5.28583564],[-0.15786898 -0.00322024]
32,0.03200000000000002,[-8.02207637e-05  5.75120917e-03],[-0.00698211  0.19850561],[-0.38183573 -5.72524077],[-0.15709403 -0.00372782]
33,0.03300000000000002,[-8.75847117e-05  5.94398954e-03],[-0.00736395  0.19278036],[-0.38698607 -6.14535022],[-0.15631851 -0.0042134 ]
34,0.03400000000000002,[-9.53356458e-05  6.13062455e-03],[-0.00775093  0.18663501],[-0.3918439  -6.54688631],[-0.15554244 -0.00467786]
35,0.035000000000000024,[-0.00010348  0.00631071],[-0.00814278  0.18008813],[-0.39642017 -6.93054488],[-0.15476583 -0.00512205]
36,0.036000000000000025,[-0.00011202  0.00648387],[-0.0085392   0.17315758],[-0.40072543 -7.29699621],[-0.1539887  -0.00554677]
37,0.037000000000000026,[-0.00012096  0.00664973],[-0.00893992  0.16586059],[-0.40476985 -7.64688597],[-0.15321105 -0.00595282]
38,0.03800000000000003,[-0.0001303   0.00680794],[-0.00934469  0.1582137 ],[-0.4085632  -7.98083614],[-0.15243291 -0.00634094]
39,0.03900000000000003,[-0.00014006  0.00695818],[-0.00975326  0.15023286],[-0.41211493 -8.29944585],[-0.15165428 -0.00671186]
40,0.04000000000000003,[-0.00015022  0.00710011],[-0.01016537  0.14193342],[-0.41543412 -8.60329222],[-0.15087518 -0.00706628]
41,0.04100000000000003,[-0.0001608   0.00723344],[-0.01058081  0.13333013],[-0.41852951 -8.89293119],[-0.15009563 -0.00740487]
42,0.04200000000000003,[-0.0001718   0.00735788],[-0.01099934  0.1244372 ],[-0.42140953 -9.16889825],[-0.14931562 -0.00772827]
43,0.04300000000000003,[-0.00018322  0.00747315],[-0.01142074  0.1152683 ],[-0.42408231 -9.43170922],[-0.14853518 -0.00803712]
44,0.04400000000000003,[-0.00019507  0.00757898],[-0.01184483  0.10583659],[-0.42655568 -9.68186096],[-0.14775431 -0.008332  ]
45,0.04500000000000003,[-0.00020734  0.00767514],[-0.01227138  0.09615473],[-0.42883715 -9.91983207],[-0.14697303 -0.00861351]
46,0.046000000000000034,[-0.00022004  0.00776137],[-0.01270022  0.08623489],[ -0.430934   -10.14608352],[-0.14619135 -0.00888219]
47,0.047000000000000035,[-0.00023317  0.00783746],[-0.01313115  0.07608881],[ -0.43285321 -10.36105936],[-0.14540926 -0.00913859]
48,0.048000000000000036,[-0.00024673  0.00790319],[-0.01356401  0.06572775],[ -0.43460151 -10.56518727],[-0.1446268  -0.00938321]
49,0.04900000000000004,[-0.00026073  0.00795835],[-0.01399861  0.05516256],[ -0.43618539 -10.75887922],[-0.14384396 -0.00961655]
50,0.05000000000000004,[-0.00027517  0.00800276],[-0.01443479  0.04440369],[ -0.43761111 -10.94253199],[-0.14306074 -0.0098391 ]
51,0.05100000000000004,[-0.00029004  0.00803622],[-0.01487241  0.03346115],[ -0.43888466 -11.11652777],[-0.14227718 -0.01005131]
52,0.05200000000000004,[-0.00030535  0.00805856],[-0.01531129  0.02234463],[ -0.44001186 -11.28123465],[-0.14149326 -0.01025362]
53,0.05300000000000004,[-0.0003211   0.00806962],[-0.0157513   0.01106339],[ -0.44099828 -11.43700717],[-0.140709   -0.01044647]
54,0.05400000000000004,[-0.00033729  0.00806925],[-0.0161923  -0.00037362],[ -0.44184929 -11.58418682],[-0.1399244  -0.01063025]
55,0.05500000000000004,[-0.00035393  0.00805729],[-0.01663415 -0.0119578 ],[ -0.44257008 -11.72310248],[-0.13913948 -0.01080538]
56,0.05600000000000004,[-0.000371    0.00803361],[-0.01707672 -0.02368091],[ -0.44316563 -11.8540709 ],[-0.13835423 -0.01097222]
57,0.057000000000000044,[-0.00038852  0.00799808],[-0.01751988 -0.03553498],[ -0.44364073 -11.97739717],[-0.13756868 -0.01113114]
58,0.058000000000000045,[-0.00040649  0.00795056],[-0.01796353 -0.04751237],[ -0.44400002 -12.0933751 ],[-0.13678281 -0.01128251]
59,0.059000000000000045,[-0.0004249   0.00789096],[-0.01840753 -0.05960575],[ -0.44424795 -12.20228767],[-0.13599665 -0.01142664]
60,0.060000000000000046,[-0.00044375  0.00781915],[-0.01885177 -0.07180804],[ -0.44438879 -12.30440739],[-0.1352102  -0.01156388]
61,0.06100000000000005,[-0.00046304  0.00773504],[-0.01929616 -0.08411244],[ -0.44442669 -12.39999674],[-0.13442346 -0.01169453]
62,0.06200000000000005,[-0.00048278  0.00763853],[-0.01974059 -0.09651244],[ -0.44436562 -12.48930847],[-0.13363643 -0.01181891]
63,0.06300000000000004,[-0.00050297  0.00752952],[-0.02018495 -0.10900175],[ -0.4442094 -12.572586 ],[-0.13284914 -0.01193729]
64,0.06400000000000004,[-0.0005236   0.00740795],[-0.02062916 -0.12157433],[ -0.44396171 -12.65006376],[-0.13206157 -0.01204996]
65,0.06500000000000004,[-0.00054467  0.00727373],[-0.02107313 -0.1342244 ],[ -0.44362612 -12.72196748],[-0.13127374 -0.01215718]
66,0.06600000000000004,[-0.00056619  0.00712678],[-0.02151675 -0.14694637],[ -0.44320604 -12.78851458],[-0.13048565 -0.01225923]
67,0.06700000000000005,[-0.00058815  0.00696704],[-0.02195996 -0.15973488],[ -0.44270474 -12.84991438],[-0.12969731 -0.01235634]
68,0.06800000000000005,[-0.00061055  0.00679446],[-0.02240266 -0.17258479],[ -0.44212541 -12.9063685 ],[-0.12890871 -0.01244876]
69,0.06900000000000005,[-0.0006334   0.00660897],[-0.02284479 -0.18549116],[ -0.44147109 -12.95807106],[-0.12811988 -0.01253671]
70,0.07000000000000005,[-0.00065668  0.00641052],[-0.02328626 -0.19844923],[ -0.4407447  -13.00520898],[-0.1273308  -0.01262043]
71,0.07100000000000005,[-0.00068041  0.00619906],[-0.023727   -0.21145444],[ -0.43994909 -13.04796227],[-0.12654149 -0.01270012]
72,0.07200000000000005,[-0.00070458  0.00597456],[-0.02416695 -0.22450241],[ -0.43908697 -13.08650426],[-0.12575195 -0.01277598]
73,0.07300000000000005,[-0.00072918  0.00573697],[-0.02460604 -0.23758891],[ -0.43816095 -13.12100183],[-0.12496218 -0.01284823]
74,0.07400000000000005,[-0.00075423  0.00548626],[-0.0250442  -0.25070991],[ -0.43717356 -13.15161567],[-0.12417219 -0.01291703]
75,0.07500000000000005,[-0.00077971  0.0052224 ],[-0.02548137 -0.26386153],[ -0.43612721 -13.17850052],[-0.12338199 -0.01298259]
76,0.07600000000000005,[-0.00080563  0.00494536],[-0.0259175  -0.27704003],[ -0.43502425 -13.20180534],[-0.12259156 -0.01304508]
77,0.07700000000000005,[-0.00083198  0.00465512],[-0.02635253 -0.29024183],[ -0.43386692 -13.22167358],[-0.12180093 -0.01310465]
78,0.07800000000000006,[-0.00085876  0.00435166],[-0.02678639 -0.30346351],[ -0.43265738 -13.23824332],[-0.12101009 -0.01316149]
79,0.07900000000000006,[-0.00088598  0.00403496],[-0.02721905 -0.31670175],[ -0.43139771 -13.25164753],[-0.12021905 -0.01321573]
80,0.08000000000000006,[-0.00091363  0.003705  ],[-0.02765045 -0.3299534 ],[ -0.43008991 -13.26201421],[-0.11942781 -0.01326754]
