id,time,qpos,qvel,qacc,ctrl
101,0.20400000000000015,[0.00032211 0.00065438],[0.00597985 0.01195986],[0.08054066 0.15558246],[0.85530016 0.        ]
102,0.20600000000000016,[0.0003344  0.00067893],[0.00614344 0.0122753 ],[0.08179723 0.15772071],[0.86915018 0.        ]
103,0.20800000000000016,[0.00034702 0.00070412],[0.00630955 0.01259499],[0.08305332 0.15984503],[0.88301796 0.        ]
104,0.21000000000000016,[0.00035998 0.00072996],[0.00647817 0.0129189 ],[0.08430861 0.16195454],[0.8969004 0.       ]
105,0.21200000000000016,[0.00037327 0.00075645],[0.00664929 0.013247  ],[0.08556277 0.16404837],[0.91079439 0.        ]
106,0.21400000000000016,[0.00038692 0.00078361],[0.00682292 0.01357925],[0.08681546 0.16612568],[0.92469681 0.        ]
107,0.21600000000000016,[0.00040092 0.00081144],[0.00699906 0.01391562],[0.08806636 0.16818559],[0.93860454 0.        ]
108,0.21800000000000017,[0.00041527 0.00083996],[0.00717769 0.01425608],[0.08931512 0.17022723],[0.95251443 0.        ]
109,0.22000000000000017,[0.00042999 0.00086916],[0.00735881 0.01460058],[0.09056143 0.17224974],[0.96642334 0.        ]
110,0.22200000000000017,[0.00044508 0.00089906],[0.00754242 0.01494908],[0.09180494 0.17425227],[0.9803281 0.       ]
111,0.22400000000000017,[0.00046053 0.00092966],[0.00772851 0.01530155],[0.09304532 0.17623394],[0.99422554 0.        ]
112,0.22600000000000017,[0.00047637 0.00096097],[0.00791707 0.01565794],[0.09428223 0.17819388],[1.0081125 0.       ]
113,0.22800000000000017,[0.00049258 0.00099301],[0.0081081 0.0160182],[0.09551535 0.18013125],[1.02198577 0.        ]
114,0.23000000000000018,[0.00050919 0.00102577],[0.00830159 0.01638229],[0.09674433 0.18204517],[1.03584219 0.        ]
115,0.23200000000000018,[0.00052618 0.00105928],[0.00849753 0.01675016],[0.09796884 0.18393479],[1.04967853 0.        ]
116,0.23400000000000018,[0.00054357 0.00109352],[0.00869591 0.01712176],[0.09918854 0.18579925],[1.06349161 0.        ]
117,0.23600000000000018,[0.00056137 0.00112851],[0.00889671 0.01749703],[0.1004031  0.18763769],[1.0772782 0.       ]
118,0.23800000000000018,[0.00057957 0.00116426],[0.00909994 0.01787593],[0.10161218 0.18944925],[1.09103509 0.        ]
