,time,qpos,qvel,qacc,ctrl
0,0.0,[0. 0.],[0. 0.],[  -4.59980093 -297.4049869 ],[ 0.036 -0.347]
1,0.001,[-4.59980093e-06 -2.97404987e-04],[-0.0045998  -0.29740499],[  -4.39261196 -284.24712227],[ 0.03638864 -0.33170367]
2,0.002,[-1.35922138e-05 -8.79057096e-04],[-0.00899241 -0.58165211],[  -4.19321706 -271.58511348],[ 0.03676735 -0.31700838]
3,0.003,[-2.67778438e-05 -1.73229432e-03],[-0.01318563 -0.85323722],[  -4.00131975 -259.40066993],[ 0.0371365  -0.30289186]
4,0.004,[-4.39647935e-05 -2.84493221e-03],[-0.01718695 -1.11263789],[  -3.81663086 -247.67614715],[ 0.03749644 -0.28933269]
5,0.005,[-6.49683740e-05 -4.20524625e-03],[-0.02100358 -1.36031404],[  -3.63886952 -236.39453358],[ 0.03784751 -0.27631021]
6,0.006,[-8.96108241e-05 -5.80195482e-03],[-0.02464245 -1.59670857],[  -3.46776385 -225.53943579],[ 0.03819005 -0.26380452]
7,0.007,[-0.00011772 -0.0076242 ],[-0.02811021 -1.82224801],[  -3.30305141 -215.09506223],[ 0.03852436 -0.25179648]
8,0.008,[-0.00014913 -0.00966155],[-0.03141327 -2.03734307],[  -3.14447953 -205.04620607],[ 0.03885075 -0.24026764]
9,0.009000000000000001,[-0.00018369 -0.01190394],[-0.03455774 -2.24238928],[  -2.99180543 -195.37822745],[ 0.03916952 -0.22920023]
10,0.010000000000000002,[-0.00022124 -0.0143417 ],[-0.03754955 -2.4377675 ],[  -2.84479623 -186.07703516],[ 0.03948093 -0.21857714]
11,0.011000000000000003,[-0.00026164 -0.01696555],[-0.04039435 -2.62384454],[  -2.7032289  -177.12906824],[ 0.03978527 -0.2083819 ]
12,0.012000000000000004,[-0.00030473 -0.01976652],[-0.04309758 -2.80097361],[  -2.56689004 -168.52127748],[ 0.04008279 -0.19859863]
13,0.013000000000000005,[-0.0003504  -0.02273602],[-0.04566447 -2.96949489],[  -2.43557572 -160.24110708],[ 0.04037372 -0.18921204]
14,0.014000000000000005,[-0.0003985  -0.02586575],[-0.04810004 -3.12973599],[  -2.30909116 -152.27647647],[ 0.04065833 -0.18020742]
15,0.015000000000000006,[-0.00044891 -0.02914776],[-0.05040913 -3.28201247],[  -2.18725042 -144.61576249],[ 0.04093682 -0.17157057]
16,0.016000000000000007,[-0.0005015  -0.03257439],[-0.05259638 -3.42662823],[  -2.06987611 -137.24778192],[ 0.04120943 -0.16328783]
17,0.017000000000000008,[-0.00055617 -0.03613827],[-0.05466626 -3.56387601],[  -1.95679901 -130.16177445],[ 0.04147636 -0.15534605]
18,0.01800000000000001,[-0.00061279 -0.03983231],[-0.05662306 -3.69403779],[  -1.84785769 -123.34738618],[ 0.04173782 -0.14773253]
19,0.01900000000000001,[-0.00067126 -0.04364969],[-0.05847092 -3.81738517],[  -1.74289819 -116.79465354],[ 0.041994   -0.14043507]
20,0.02000000000000001,[-0.00073148 -0.04758387],[-0.06021381 -3.93417983],[  -1.64177363 -110.49398784],[ 0.04224509 -0.13344189]
21,0.02100000000000001,[-0.00079333 -0.05162855],[-0.06185559 -4.04467382],[  -1.54434385 -104.43616029],[ 0.04249127 -0.12674164]
22,0.022000000000000013,[-0.00085673 -0.05577766],[-0.06339993 -4.14910998],[ -1.45047507 -98.6122876 ],[ 0.04273272 -0.1203234 ]
23,0.023000000000000013,[-0.00092158 -0.06002538],[-0.06485041 -4.24772226],[ -1.36003955 -93.01381813],[ 0.04296961 -0.11417664]
24,0.024000000000000014,[-0.00098779 -0.06436611],[-0.06621045 -4.34073608],[ -1.27291525 -87.63251859],[ 0.0432021 -0.1082912]
25,0.025000000000000015,[-0.00105528 -0.06879448],[-0.06748336 -4.4283686 ],[ -1.1889855  -82.46046124],[ 0.04343034 -0.1026573 ]
26,0.026000000000000016,[-0.00112395 -0.07330531],[-0.06867235 -4.51082906],[ -1.10813874 -77.49001167],[ 0.04365449 -0.09726552]
