id,time,qpos,qvel,qacc,ctrl
0,0.002,[0. 0.],[0. 0.],[0. 0.],[0. 0.]
1,0.004,[1.19646578e-10 7.28605007e-10],[5.98232892e-08 3.64302504e-07],[2.99116446e-05 1.82151252e-04],[9.99983333e-05 9.99983333e-05]
2,0.006,[7.17845414e-10 4.37140331e-09],[2.99099418e-07 1.82139915e-06],[0.00011964 0.00072855],[0.00039997 0.00039997]
3,0.008,[2.39265913e-09 1.45702863e-08],[8.37406857e-07 5.09944152e-06],[0.00026915 0.00163902],[0.00089987 0.00089987]
4,0.01,[5.98113704e-09 3.64223153e-08],[1.79423896e-06 1.09260145e-05],[0.00047842 0.00291329],[0.00159957 0.00159957]
5,0.012,[1.25590769e-08 7.64781344e-08],[3.28896991e-06 2.00279096e-05],[0.00074737 0.00455095],[0.00249896 0.00249896]
6,0.014,[2.34407184e-08 1.42739932e-07],[5.44082079e-06 3.31308990e-05],[0.00107593 0.00655149],[0.00359784 0.00359784]
7,0.016,[4.01783694e-08 2.44658950e-07],[8.36882550e-06 5.09595089e-05],[0.001464  0.0089143],[0.004896 0.004896]
8,0.018000000000000002,[6.45619633e-08 3.93132538e-07],[1.21917969e-05 7.42367941e-05],[0.00191149 0.01163864],[0.00639318 0.00639318]
9,0.020000000000000004,[9.86185494e-08 6.00500763e-07],[1.70282930e-05 1.03684112e-04],[0.00241825 0.01472366],[0.00808907 0.00808907]
10,0.022000000000000006,[1.44611715e-07 8.80542559e-07],[2.29965829e-05 1.40020898e-04],[0.00298414 0.01816839],[0.00998334 0.00998334]
11,0.024000000000000007,[2.05040942e-07 1.24847144e-06],[3.02146132e-05 1.83964440e-04],[0.00360902 0.02197177],[0.01207561 0.01207561]
12,0.02600000000000001,[2.82640890e-07 1.72093074e-06],[3.87999742e-05 2.36229653e-04],[0.00429268 0.02613261],[0.01436546 0.01436546]
13,0.02800000000000001,[3.80380622e-07 2.31598846e-06],[4.88698662e-05 2.97528859e-04],[0.00503495 0.0306496 ],[0.01685244 0.01685244]
14,0.030000000000000013,[5.01462755e-07 3.05313158e-06],[6.05410661e-05 3.68571560e-04],[0.0058356  0.03552135],[0.01953604 0.01953604]
15,0.032000000000000015,[6.49322542e-07 3.95326001e-06],[7.39298937e-05 4.50064216e-04],[0.00669441 0.04074633],[0.02241572 0.02241572]
16,0.034000000000000016,[8.27626899e-07 5.03868006e-06],[8.91521786e-05 5.42710022e-04],[0.00761114 0.0463229 ],[0.02549091 0.02549091]
17,0.03600000000000002,[1.04027335e-06 6.33309744e-06],[0.00010632 0.00064721],[0.00858552 0.05224933],[0.028761 0.028761]
18,0.03800000000000002,[1.29138892e-06 7.86160990e-06],[0.00012556 0.00076426],[0.00961728 0.05852377],[0.03222532 0.03222532]
19,0.04000000000000002,[1.58532896e-06 9.65069933e-06],[0.00014697 0.00089454],[0.01070612 0.06514424],[0.03588319 0.03588319]
20,0.04200000000000002,[1.92667587e-06 1.17282235e-05],[0.00017067 0.00103876],[0.01185172 0.07210868],[0.03973387 0.03973387]
21,0.044000000000000025,[2.32023782e-06 1.41234073e-05],[0.00019678 0.00119759],[0.01305376 0.07941491],[0.04377658 0.04377658]
22,0.04600000000000003,[2.77104738e-06 1.68668336e-05],[0.0002254  0.00137171],[0.0143119  0.08706063],[0.04801052 0.04801052]
23,0.04800000000000003,[3.28436005e-06 1.99904337e-05],[0.00025666 0.0015618 ],[0.01562578 0.09504345],[0.05243483 0.05243483]
24,0.05000000000000003,[3.86565276e-06 2.35274772e-05],[0.00029065 0.00176852],[0.01699501 0.10336086],[0.05704863 0.05704863]
25,0.05200000000000003,[4.52062229e-06 2.75125618e-05],[0.00032748 0.00199254],[0.01841921 0.11201024],[0.06185099 0.06185099]
26,0.054000000000000034,[5.25518368e-06 3.19816018e-05],[0.00036728 0.00223452],[0.01989796 0.12098888],[0.06684094 0.06684094]
27,0.056000000000000036,[6.07546848e-06 3.69718177e-05],[0.00041014 0.00249511],[0.02143085 0.13029396],[0.07201749 0.07201749]
28,0.05800000000000004,[6.98782299e-06 4.25217237e-05],[0.00045618 0.00277495],[0.02301743 0.13992253],[0.07737958 0.07737958]
29,0.06000000000000004,[7.99880647e-06 4.86711159e-05],[0.00050549 0.0030747 ],[0.02465724 0.14987156],[0.08292615 0.08292615]
30,0.06200000000000004,[9.11518921e-06 5.54610599e-05],[0.00055819 0.00339497],[0.02634982 0.16013792],[0.08865606 0.08865606]
31,0.06400000000000004,[1.03439506e-05 6.29338772e-05],[0.00061438 0.00373641],[0.02809466 0.17071835],[0.09456818 0.09456818]
32,0.06600000000000004,[1.16922771e-05 7.11331326e-05],[0.00067416 0.00409963],[0.02989128 0.18160952],[0.1006613 0.1006613]
33,0.06800000000000005,[1.31675603e-05 8.01036199e-05],[0.00073764 0.00448524],[0.03173915 0.19280796],[0.1069342 0.1069342]
34,0.07000000000000005,[1.47773943e-05 8.98913476e-05],[0.00080492 0.00489386],[0.03363774 0.20431013],[0.11338561 0.11338561]
35,0.07200000000000005,[1.65295744e-05 1.00543525e-04],[0.00087609 0.00532609],[0.03558649 0.21611238],[0.12001423 0.12001423]
36,0.07400000000000005,[1.84320939e-05 1.12108546e-04],[0.00095126 0.00578251],[0.03758485 0.22821096],[0.12681872 0.12681872]
37,0.07600000000000005,[2.04931422e-05 1.24635975e-04],[0.00103052 0.00626371],[0.03963223 0.24060201],[0.13379771 0.13379771]
38,0.07800000000000006,[2.27211028e-05 1.38176531e-04],[0.00111398 0.00677028],[0.04172804 0.25328159],[0.14094978 0.14094978]
39,0.08000000000000006,[2.51245500e-05 1.52782069e-04],[0.00120172 0.00730277],[0.04387167 0.26624564],[0.14827348 0.14827348]
40,0.08200000000000006,[2.77122471e-05 1.68505567e-04],[0.00129385 0.00786175],[0.04606249 0.27949003],[0.15576734 0.15576734]
41,0.08400000000000006,[3.04931438e-05 1.85401107e-04],[0.00139045 0.00844777],[0.04829987 0.29301052],[0.16342982 0.16342982]
42,0.08600000000000006,[3.34763730e-05 2.03523859e-04],[0.00149161 0.00906138],[0.05058316 0.30680277],[0.17125939 0.17125939]
43,0.08800000000000006,[3.66712490e-05 2.22930059e-04],[0.00159744 0.0097031 ],[0.05291168 0.32086235],[0.17925445 0.17925445]
44,0.09000000000000007,[4.00872641e-05 2.43676999e-04],[0.00170801 0.01037347],[0.05528476 0.33518474],[0.18741336 0.18741336]
45,0.09200000000000007,[4.37340859e-05 2.65823000e-04],[0.00182341 0.011073  ],[0.0577017  0.34976532],[0.19573449 0.19573449]
46,0.09400000000000007,[4.76215548e-05 2.89427399e-04],[0.00194373 0.0118022 ],[0.06016179 0.3645994 ],[0.20421613 0.20421613]
47,0.09600000000000007,[5.17596810e-05 3.14550526e-04],[0.00206906 0.01256156],[0.0626643  0.37968217],[0.21285655 0.21285655]
48,0.09800000000000007,[5.61586412e-05 3.41253688e-04],[0.00219948 0.01335158],[0.06520852 0.39500876],[0.221654 0.221654]
49,0.10000000000000007,[6.08287761e-05 3.69599147e-04],[0.00233507 0.01417273],[0.06779367 0.41057418],[0.23060669 0.23060669]
50,0.10200000000000008,[6.5780587e-05 3.9965010e-04],[0.00247591 0.01502548],[0.070419   0.42637338],[0.23971277 0.23971277]
51,0.10400000000000008,[7.10247329e-05 4.31470657e-04],[0.00262207 0.01591028],[0.07308374 0.44240122],[0.2489704 0.2489704]
52,0.10600000000000008,[7.65720271e-05 4.65125825e-04],[0.00277365 0.01682758],[0.07578709 0.45865245],[0.25837767 0.25837767]
53,0.10800000000000008,[8.24334342e-05 5.00681479e-04],[0.0029307  0.01777783],[0.07852825 0.47512178],[0.26793267 0.26793267]
54,0.11000000000000008,[8.86200670e-05 5.38204349e-04],[0.00309332 0.01876143],[0.08130641 0.49180379],[0.27763344 0.27763344]
55,0.11200000000000009,[9.51431828e-05 5.77761990e-04],[0.00326156 0.01977882],[0.08412073 0.508693  ],[0.28747798 0.28747798]
56,0.11400000000000009,[0.00010201 0.00061942],[0.0034355  0.02083039],[0.08697039 0.52578387],[0.29746427 0.29746427]
57,0.11600000000000009,[0.00010924 0.00066326],[0.00361521 0.02191653],[0.08985453 0.54307075],[0.30759027 0.30759027]
58,0.11800000000000009,[0.00011685 0.00070933],[0.00380075 0.02303763],[0.09277228 0.56054791],[0.31785388 0.31785388]
59,0.12000000000000009,[0.00012483 0.00075772],[0.0039922  0.02419404],[0.09572277 0.57820957],[0.328253 0.328253]
60,0.1220000000000001,[0.00013321 0.00080849],[0.00418961 0.02538614],[0.09870512 0.59604986],[0.33878548 0.33878548]
61,0.1240000000000001,[0.000142   0.00086172],[0.00439304 0.02661427],[0.10171842 0.61406283],[0.34944915 0.34944915]
