,time,qpos,qvel,qacc,ctrl
0,0.0,[0. 0.],[0. 0.],[  4.87502005 285.77790603],[0.21022371 0.32959247]
1,0.001,[4.87502005e-06 2.85777906e-04],[0.00487502 0.28577791],[  4.65548306 271.80338963],[0.21008596 0.31333996]
2,0.002,[1.44055232e-05 8.43359202e-04],[0.0095305 0.5575813],[  4.44431402 258.36128549],[0.20995796 0.29773003]
3,0.003,[2.83803403e-05 1.65930178e-03],[0.01397482 0.81594258],[  4.24119621 245.43194016],[0.2098393  0.28273877]
4,0.004,[4.65963536e-05 2.72067630e-03],[0.01821601 1.06137452],[  4.04582168 232.99640077],[0.2097296  0.26834314]
5,0.005,[6.88581886e-05 4.01504723e-03],[0.02226184 1.29437092],[  3.85789211 221.03639935],[0.2096285  0.25452094]
6,0.006,[9.49779158e-05 5.53045455e-03],[0.02611973 1.51540732],[  3.67711938 209.53433547],[0.20953564 0.24125079]
7,0.007,[0.00012477 0.0072554 ],[0.02979685 1.72494166],[  3.50322597 198.4732576 ],[0.20945068 0.22851212]
8,0.008,[0.00015807 0.00917881],[0.03330007 1.92341491],[  3.3359451  187.83684362],[0.20937329 0.21628509]
9,0.009000000000000001,[0.00019471 0.01129006],[0.03663602 2.11125176],[  3.17502077 177.60938068],[0.20930317 0.20455061]
10,0.010000000000000002,[0.00023452 0.01357892],[0.03981104 2.28886114],[  3.02020769 167.77574485],[0.20924001 0.19329028]
11,0.011000000000000003,[0.00027735 0.01603556],[0.04283125 2.45663688],[  2.87127106 158.3213806 ],[0.20918351 0.18248639]
12,0.012000000000000004,[0.00032306 0.01865052],[0.04570252 2.61495826],[  2.72798635 149.2322804 ],[0.20913341 0.17212188]
13,0.013000000000000005,[0.00037149 0.02141471],[0.0484305  2.76419054],[  2.59013898 140.49496453],[0.20908944 0.16218032]
14,0.014000000000000005,[0.00042251 0.0243194 ],[0.05102064 2.90468551],[  2.45752393 132.09646121],[0.20905133 0.15264586]
15,0.015000000000000006,[0.00047598 0.02735618],[0.05347817 3.03678197],[  2.32994542 124.02428721],[0.20901883 0.14350326]
16,0.016000000000000007,[0.00053179 0.03051698],[0.05580811 3.16080626],[  2.20721647 116.26642887],[0.20899172 0.13473783]
17,0.017000000000000008,[0.00058981 0.03379406],[0.05801533 3.27707269],[  2.0891585 108.8113237],[0.20896975 0.12633542]
18,0.01800000000000001,[0.00064991 0.03717994],[0.06010449 3.38588401],[  1.97560091 101.64784261],[0.20895272 0.11828238]
19,0.01900000000000001,[0.00071199 0.04066747],[0.06208009 3.48753185],[ 1.86638072 94.76527268],[0.20894039 0.11056558]
20,0.02000000000000001,[0.00077594 0.04424977],[0.06394647 3.58229713],[ 1.7613421  88.15330052],[0.20893258 0.10317236]
21,0.02100000000000001,[0.00084165 0.04792022],[0.06570781 3.67045043],[ 1.66033604 81.80199638],[0.20892907 0.09609052]
22,0.022000000000000013,[0.00090902 0.05167247],[0.06736815 3.75225242],[ 1.56321992 75.70179877],[0.20892969 0.0893083 ]
23,0.023000000000000013,[0.00097795 0.05550043],[0.06893137 3.82795422],[ 1.46985719 69.84349973],[0.20893424 0.08281439]
24,0.024000000000000014,[0.00104835 0.05939822],[0.07040122 3.89779772],[ 1.38011702 64.21823074],[0.20894254 0.07659788]
25,0.025000000000000015,[0.00112013 0.06336024],[0.07178134 3.96201595],[ 1.29387394 58.81744923],[0.20895443 0.07064823]
26,0.026000000000000016,[0.0011932  0.06738107],[0.07307521 4.0208334 ],[ 1.21100755 53.6329256 ],[0.20896974 0.06495533]
27,0.027000000000000017,[0.00126749 0.07145554],[0.07428622 4.07446633],[ 1.13140222 48.65673089],[0.2089883 0.0595094]
28,0.028000000000000018,[0.00134291 0.07557866],[0.07541762 4.12312306],[ 1.05494683 43.88122494],[0.20900997 0.05430103]
29,0.02900000000000002,[0.00141938 0.07974567],[0.07647257 4.16700428],[ 0.9815345  39.29904513],[0.2090346  0.04932115]
30,0.03000000000000002,[0.00149684 0.08395197],[0.07745411 4.20630333],[ 0.91106233 34.90309553],[0.20906203 0.04456103]
31,0.03100000000000002,[0.0015752  0.08819318],[0.07836517 4.24120642],[ 0.8434312  30.68653665],[0.20909213 0.04001224]
