id,time,qpos,qvel,qacc,ctrl
0,0.002,[-0.00012401  0.00033182],[-0.06200469  0.1659109 ],[-31.17443794  83.30485565],[ 0. 50.]
1,0.004,[-0.00037049  0.00099313],[-0.12323932  0.33065577],[-30.78796756  82.71912496],[ 0.299995   49.99750002]
2,0.006,[-0.00073789  0.00198158],[-0.18369914  0.49422195],[-30.39909826  82.12703949],[ 0.59996    49.99000033]
3,0.008,[-0.00122465  0.00329477],[-0.24337942  0.65659686],[-30.00785819  81.52863858],[ 0.89986501 49.97750169]
4,0.01,[-0.0018292   0.00493031],[-0.3022755  0.817768 ],[-29.61427222  80.92395624],[ 1.19968003 49.96000533]
5,0.012,[-0.00254996  0.00688575],[-0.36038276  0.9777229 ],[-29.21836206  80.3130215 ],[ 1.49937508 49.93751302]
6,0.014,[-0.00338535  0.00915865],[-0.41769661  1.13644917],[-28.82014644  79.6958588 ],[ 1.79892019 49.910027  ]
7,0.016,[-0.00433378  0.01174652],[-0.47421249  1.29393445],[-28.41964123  79.07248831],[ 2.09828542 49.87755001]
8,0.018000000000000002,[-0.00539363  0.01464685],[-0.52992589  1.45016639],[-28.01685964  78.44292629],[ 2.39744082 49.84008532]
9,0.020000000000000004,[-0.0065633   0.01785712],[-0.58483229  1.60513271],[-27.61181235  77.80718546],[ 2.69635648 49.79763665]
10,0.022000000000000006,[-0.00784115  0.02137476],[-0.63892721  1.7588211 ],[-27.20450769  77.16527532],[ 2.9950025  49.75020826]
11,0.024000000000000007,[-0.00922556  0.0251972 ],[-0.69220617  1.91121931],[-26.79495176  76.51720252],[ 3.29334903 49.6978049 ]
12,0.02600000000000001,[-0.01071489  0.02932183],[-0.7446647   2.06231505],[-26.38314863  75.86297118],[ 3.59136622 49.64043179]
13,0.02800000000000001,[-0.01230749  0.03374602],[-0.79629833  2.21209608],[-25.96910051  75.20258328],[ 3.88902428 49.57809469]
14,0.030000000000000013,[-0.01400169  0.03846712],[-0.84710261  2.36055014],[-25.55280787  74.53603895],[ 4.18629344 49.51079981]
15,0.032000000000000015,[-0.01579584  0.04348245],[-0.89707306  2.50766495],[-25.13426964  73.86333684],[ 4.48314397 49.4385539 ]
16,0.034000000000000016,[-0.01768825  0.04878931],[-0.94620522  2.65342826],[-24.71348336  73.18447443],[ 4.7795462  49.36136417]
17,0.03600000000000002,[-0.01967724  0.05438496],[-0.99449461  2.79782778],[-24.29044538  72.49944842],[ 5.07547047 49.27923835]
18,0.03800000000000002,[-0.02176111  0.06026667],[-1.04193675  2.94085124],[-23.86515097  71.808255  ],[ 5.3708872  49.19218464]
19,0.04000000000000002,[-0.02393817  0.06643164],[-1.08852713  3.08248635],[-23.43759456  71.11089021],[ 5.66576685 49.10021176]
20,0.04200000000000002,[-0.02620669  0.07287708],[-1.13426125  3.22272081],[-23.00776983  70.40735026],[ 5.96007992 49.00332889]
21,0.044000000000000025,[-0.02856496  0.07960017],[-1.17913458  3.36154232],[-22.57566998  69.69763189],[ 6.253797   48.90154574]
22,0.04600000000000003,[-0.03101124  0.08659804],[-1.22314258  3.49893858],[-22.14128781  68.98173261],[ 6.54688869 48.79487247]
23,0.04800000000000003,[-0.03354381  0.09386784],[-1.2662807   3.63489726],[-21.70461595  68.25965113],[ 6.83932571 48.68331975]
24,0.05000000000000003,[-0.03616089  0.10140665],[-1.30854438  3.76940607],[-21.26564703  67.53138756],[ 7.13107879 48.56689874]
25,0.05200000000000003,[-0.03886075  0.10921155],[-1.34992903  3.90245269],[-20.82437383  66.7969438 ],[ 7.42211878 48.44562109]
26,0.054000000000000034,[-0.04164161  0.1172796 ],[-1.39043005  4.03402483],[-20.38078948  66.05632384],[ 7.71241656 48.31949891]
27,0.056000000000000036,[-0.0445017   0.12560782],[-1.43004285  4.16411021],[-19.9348876   65.30953401],[ 8.0019431  48.18854482]
28,0.05800000000000004,[-0.04743922  0.13419322],[-1.46876279  4.29269655],[-19.48666254  64.55658332],[ 8.29066946 48.05277192]
29,0.06000000000000004,[-0.05045239  0.14303276],[-1.50658525  4.41977162],[-19.03610948  63.79748376],[ 8.57856675 47.91219378]
